tap, 1575267564817
typeKeyboard, 1575267568027
typeKeyboard, 1575267568728
typeKeyboard, 1575267569428
typeKeyboard, 1575267570128
typeKeyboard, 1575267570828
typeKeyboard, 1575267571528
typeKeyboard, 1575267572229
typeKeyboard, 1575267572929
typeKeyboard, 1575267573629
typeKeyboard, 1575267574329
typeKeyboard, 1575267575029
typeKeyboard, 1575267575730
typeKeyboard, 1575267576430
typeKeyboard, 1575267577130
typeKeyboard, 1575267577830
typeKeyboard, 1575267578531
typeKeyboard, 1575267579231
keyevent, 1575267579931
tap, 1575267583025
swipe, 1575267640414
tap, 1575267641590
tap, 1575267642961
swipe, 1575267645368
