tap, 1575364158278
tap, 1575364161573
typeKeyboard, 1575364163465
typeKeyboard, 1575364164165
typeKeyboard, 1575364164865
typeKeyboard, 1575364165565
typeKeyboard, 1575364166266
typeKeyboard, 1575364166966
typeKeyboard, 1575364167666
typeKeyboard, 1575364168366
typeKeyboard, 1575364169067
typeKeyboard, 1575364169767
typeKeyboard, 1575364170467
typeKeyboard, 1575364171167
typeKeyboard, 1575364171867
typeKeyboard, 1575364172567
typeKeyboard, 1575364173268
typeKeyboard, 1575364173968
typeKeyboard, 1575364174668
tap, 1575364175368
tap, 1575364227137
swipe, 1575364229157
