amperes,timestamp
0.05464621803977274,1575502731.9280527
0.058359818892045466,1575502732.311925
0.06673561789772725,1575502732.6839669
0.06483975497159088,1575502733.056018
0.06584605823863632,1575502733.4281862
0.07591308593750003,1575502733.811979
0.017568359375000002,1575502734.183968
0.05669078480113649,1575502734.556351
0.022105379971591014,1575502734.9280212
0.054489968039772706,1575502735.3120592
0.027652254971591,1575502735.6840127
0.04555752840909086,1575502736.0560443
0.07238370028409095,1575502736.4280567
0.06653675426136363,1575502736.812079
0.05808815696022733,1575502737.1840434
0.05779696377840907,1575502737.5560687
0.058387784090909105,1575502737.9280803
0.057920809659090904,1575502738.3121083
0.06145241477272727,1575502738.6840832
0.0679239169034091,1575502739.0560765
0.07481223366477273,1575502739.428108
0.09224476207386367,1575502739.8121378
0.06002397017045437,1575502740.1841102
0.03661399147727275,1575502740.556085
0.06528053977272727,1575502740.9281535
0.020434570312499966,1575502741.3121626
0.05678488991477284,1575502741.684108
0.08034667968749998,1575502742.0561502
0.07199174360795453,1575502742.4281328
0.07282404119318177,1575502742.8121939
0.06964621803977275,1575502743.1841679
0.06734863281250006,1575502743.5561743
0.06822531960227274,1575502743.9281673
0.07047807173295453,1575502744.312208
0.06734108664772727,1575502744.6842253
0.07010653409090911,1575502745.0562985
0.0685458096590909,1575502745.4282115
0.06486416903409091,1575502745.8122704
0.06426669034090912,1575502746.1842053
0.07182262073863638,1575502746.556242
0.06709916548295455,1575502746.9282355
0.06424937855113634,1575502747.3122706
0.06498757102272729,1575502747.6842525
0.06645063920454544,1575502748.0562444
0.06425204190340912,1575502748.4282486
0.06367231889204547,1575502748.8123367
0.06656960227272724,1575502749.1842515
0.06381969105113636,1575502749.556266
0.06389825994318181,1575502749.9282873
0.06680308948863639,1575502750.31236
0.06347833806818182,1575502750.6843684
0.06305264559659088,1575502751.0562913
0.06661265980113631,1575502751.4283042
0.06269486860795456,1575502751.8122654
0.06466086647727275,1575502752.1843343
0.07009232954545454,1575502752.556353
0.06346590909090909,1575502752.9283988
0.06504128196022728,1575502753.312363
0.06764026988636362,1575502753.6844792
0.06238458806818183,1575502754.05639
0.06238902698863636,1575502754.4289172
0.06609153053977271,1575502754.8125627
0.06251775568181818,1575502755.1843867
0.06460759943181814,1575502755.5564065
0.0680894886363636,1575502755.9285424
0.062461825284090916,1575502756.3128054
0.06221058238636366,1575502756.6843975
0.06596191406249996,1575502757.0564923
0.06225985440340915,1575502757.428545
