tap, 1574439368142
tap, 1574439369911
tap, 1574439371692
tap, 1574439373818
typeKeyboard, 1574439375933
typeKeyboard, 1574439377697
typeKeyboard, 1574439379137
typeKeyboard, 1574439380669
typeKeyboard, 1574439382231
typeKeyboard, 1574439383753
typeKeyboard, 1574439385338
typeKeyboard, 1574439386872
typeKeyboard, 1574439388332
typeKeyboard, 1574439389902
typeKeyboard, 1574439391392
typeKeyboard, 1574439392887
typeKeyboard, 1574439394448
typeKeyboard, 1574439396028
typeKeyboard, 1574439397529
typeKeyboard, 1574439399033
typeKeyboard, 1574439400612
typeKeyboard, 1574439401956
typeKeyboard, 1574439403422
typeKeyboard, 1574439404940
typeKeyboard, 1574439406497
keyevent, 1574439407943
tap, 1574439417813
swipe, 1574439421777
swipe, 1574439425314
swipe, 1574439428670
swipe, 1574439431082
swipe, 1574439433591
swipe, 1574439440058
swipe, 1574439443237
tap, 1574439445149
swipe, 1574439448999
