tap, 1574568442216
typeKeyboard, 1574568449980
typeKeyboard, 1574568451744
typeKeyboard, 1574568453423
typeKeyboard, 1574568455230
typeKeyboard, 1574568457025
typeKeyboard, 1574568458669
typeKeyboard, 1574568460439
typeKeyboard, 1574568462137
typeKeyboard, 1574568463885
typeKeyboard, 1574568465515
typeKeyboard, 1574568467186
typeKeyboard, 1574568468966
typeKeyboard, 1574568470696
typeKeyboard, 1574568472356
typeKeyboard, 1574568474143
typeKeyboard, 1574568475950
typeKeyboard, 1574568477653
keyevent, 1574568479399
tap, 1574568483000
swipe, 1574568588485
tap, 1574568595464
tap, 1574568597662
swipe, 1574568600127
