amperes,timestamp
0.07673650568181818,1575363693.8325572
0.11546786221590902,1575363694.2045429
0.12310236150568189,1575363694.5885084
0.15734375000000003,1575363694.9605243
0.14039950284090907,1575363695.3325799
0.1297696200284091,1575363695.7045805
0.12744140624999994,1575363696.088526
0.11529385653409094,1575363696.4605849
0.1550812322443181,1575363696.832583
0.1552552379261364,1575363697.2045784
0.15061745383522737,1575363697.5885653
0.14939808238636368,1575363697.9605877
0.15952636718749988,1575363698.332615
0.15975852272727284,1575363698.7046034
0.15908069957386364,1575363699.0886219
0.15791060014204547,1575363699.4606159
0.14771839488636362,1575363699.832646
0.15644930752840916,1575363700.204635
0.15946377840909104,1575363700.5886216
0.13093616832386365,1575363700.960647
0.11127263849431818,1575363701.3326724
0.12013982599431819,1575363701.7046762
0.15060857599431812,1575363702.0886235
0.14622247869318178,1575363702.460679
0.14189098011363635,1575363702.832678
0.1190824751420455,1575363703.2047055
0.08909002130681819,1575363703.5886886
0.07922674005681815,1575363703.9606802
0.08361638849431824,1575363704.3327107
0.13254660866477277,1575363704.7047067
0.11998535156249986,1575363705.0886874
0.1257501775568181,1575363705.4607186
0.09898437499999992,1575363705.8327157
0.12685236150568183,1575363706.2047608
0.11656294389204545,1575363706.58872
0.12832430752840912,1575363706.96074
0.09850719105113634,1575363707.3327544
0.10911709872159081,1575363707.704782
0.10721502130681819,1575363708.0887218
0.10617942116477269,1575363708.4607441
0.10450328480113631,1575363708.8327732
0.10170010653409087,1575363709.2047718
0.10763583096590909,1575363709.5887797
0.0885835404829545,1575363709.960803
0.11380992542613645,1575363710.3327744
0.08924405184659079,1575363710.7048318
0.11158069957386366,1575363711.0887868
0.09042746803977277,1575363711.4608169
0.1159175248579545,1575363711.832812
0.09012029474431817,1575363712.2048302
0.10213778409090915,1575363712.5888212
0.09377441406249998,1575363712.9609194
0.10040261008522733,1575363713.3329124
0.10137340198863634,1575363713.7048953
0.09539772727272729,1575363714.0888438
0.12077459161931811,1575363714.4608402
0.11760342684659082,1575363714.8328981
0.11643510298295452,1575363715.2048967
0.10818492542613639,1575363715.58888
0.1401109730113635,1575363715.9609067
0.14418279474431817,1575363716.3328695
0.14742720170454532,1575363716.7049298
0.13944025213068179,1575363717.0889063
0.11884055397727267,1575363717.460937
0.11047096946022733,1575363717.8329327
0.09767311789772727,1575363718.204931
0.06780628551136368,1575363718.5889106
0.0659241832386363,1575363718.9609025
0.07266468394886356,1575363719.3329623
0.06281693892045455,1575363719.704989
0.06484552556818181,1575363720.0889285
0.06507146661931817,1575363720.4609387
0.06057883522727274,1575363720.832991
0.06382235440340912,1575363721.204992
0.07576216264204545,1575363721.5889733
0.06698819247159093,1575363721.960996
0.06497025923295455,1575363722.332993
0.05904119318181818,1575363722.7050226
0.06634765625000003,1575363723.0890045
0.0630712890625,1575363723.461023
0.058934659090909065,1575363723.8330152
0.06352450284090909,1575363724.205027
0.05908247514204542,1575363724.5890305
0.058370472301136386,1575363724.9610302
0.06417125355113631,1575363725.33306
0.058807705965909104,1575363725.705077
0.058712713068181814,1575363726.0890386
0.06749778053977275,1575363726.461063
0.07081232244318181,1575363726.8330877
0.06646395596590908,1575363727.2051094
0.0641708096590909,1575363727.5890472
